,id,display name,description,verified,potentially_banned,#followers,#posts,#friends,#favourites,location
OAlexanderDK,1471160750634844169,Oliver Alexander,"Analyst with a passion for OSINT - Work/Interviews featured in @InsiderNews, @ForeignPolicy, @WashingtonPost, @ORF, @DerSpiegel & @Reuters",False,False,48077.0,3537.0,533.0,495.0,Denmark
no_mo_woe,1038091140480806912,Double OO Woof ✌🏻💙💛🇺🇦,💯 Liberal 💪🏻 Chef👨🏼‍🍳 Techie🤓 LGBTQ/Women’s ally🌈 #Beto4TXGovernor #SlavaUkraini 💪🏻 #NAFO #Fella - Not Affiliated With Any 3 Letter Agencies,False,False,15221.0,71589.0,14267.0,233356.0,NAFO IS EVERYWHERE
BRNDNLGH,1232482598833704960,HeavyDanger 🇨🇦,████ ██████ for the ██-----Distribute the Literature --- #NAFO Fella Forger. All Tankies go in the Pit,False,False,839.0,2793.0,118.0,950.0,Ya Sistas Ass
spinner04,2380083542,A.N.,Заметки НеоРеалиста,False,False,106.0,3479.0,380.0,1743.0,Kyrgyzstan
chewgnasher,1249330231648886784,ChewGnasher (Fight ALL Nazis),"Political scientist, Ex Labour, Socialist, Catholic, Anti-Gnasher, Palestine will win, Russia will win. Palestine will be free. BDS, BLM, LLA, SLN.",False,False,3410.0,15680.0,4976.0,58005.0,
PhillipsPOBrien,3061796219,Phillips P. OBrien,"Professor of Strategic Studies, @univofstandrews, Author: How the War was Won, and Second Most Powerful Man in the World. Editor in Chief, War in History",False,False,133506.0,13229.0,1554.0,13873.0,"Scotland, Boston and Sicily (whenever possible)"
MattFinnFNC,1901916354,Matt Finn,@Foxnews National Correspondent,True,False,38949.0,5700.0,390.0,24815.0,"Los Angeles, CA"
princessGCJ,260847343,gecj,"I used to use this for observation of breaking news/space geeking out/history geeking out/books/film/ trash TV, politics or sport and animals doing stupid shit.",False,False,303.0,23335.0,609.0,44684.0,uk
Valere_ia,1550388835133304832,Valeria,"Επίκαιρα Υποθέσεις Ειδήσεις🌐     Μόδα, Τρόποι   Ζωής,  Τέχνες🎃 🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷🇦🇺🇦🇺🇦🇺🇦🇺🇬🇸🇦🇺
     👉Τα retweets δεν είναι έγκριση👈",False,False,3872.0,2444.0,1725.0,4023.0,Greece
SignMyRocket,807963828990476289,SignMyRocket.com,"Ukrainian volunteer
Donate to the army for a message on a shell via our site. We will send it to Russians
See our work here facebook.com/helparmycherka…",False,False,3581.0,207.0,60.0,1098.0,Украина
Masandawana,209090631,Mamelodi Sundowns FC,"🏆 21/22 South African Treble Champions 
🙌 Most Successful Football Club in South African PSL 
👆 The Sky Is The Limit 
📲 Follow @sundownsladies",True,False,1002904.0,38707.0,190.0,9438.0,"South Africa, Gauteng"
jellybeansoup,17606949,Jelly,"Daniel Farrelly. Father of Zephyr, husband of @melissasavage, creator of @gifwrapped, code monkey for @ittybittyapps. Rarely understands sarcasm or metaphors.",False,False,1390.0,28419.0,196.0,1316.0,"Canberra, Australia"
BradleyPhilpot,49163912,Brad Philpot 🏎🏁,Nürburgring Endurance Champion x 2 🏆🏆| 24H Silverstone Winner 🇬🇧 | High Performance Test Driver 🚗💨| Race Of Champions Skills Winner | A-Grade Driver Coach,False,False,17470.0,16861.0,701.0,51679.0,"Bedford, UK"
ramincol,101926944,Harry,"Fan of @Broncos, @SanAntonioFC @ASFCofficial
 
Host of @UnitedSoccerFC
Co Host @SATXSoccer   #JoinTheTable  
Huge fan/listener of Soccer Podcasts",False,False,1345.0,54986.0,2096.0,71509.0,"San Antonio, TX"
MZheenchoroev,1107964620822724608,Mirlan  K. ZHEENCHOROEV,экс- депутат Бишкекского городского Кенеша (2012)  и Жогорку Кенеша ( Парламент) КР (2015).                    Председатель политической партии « РЕСПУБЛИКА».,False,False,1525.0,478.0,94.0,1300.0,"Kyrgyzstan, Bishkek "
jbradleyrushing,1949836483,Jessica Bradley Rushing,Irresponsible Harlot | Don’t Ration Pleasure | @COMatBU alum | @TrumanProject | @EmergeMass | @afghanevac coalition | Army vet | Mom of 4 | she/her,False,False,3409.0,43640.0,5000.0,191703.0,"Massachusetts, USA"
ToprakAna_,96331972,Toprak 😷,"I'm just a simple engineer, nothing more (Thanks God I'm an Atheist!) #Fenerbahçe",False,False,615.0,26803.0,524.0,367787.0,
macigpole,1561948027882987520,duyumsamaz,,False,False,326.0,977.0,260.0,2596.0,
Hrundo1,1289252177249214466,Hrundo: 🇺🇦the only based tankie🇺🇦,"fuck fascists, fuck right wing nut jobs, tanks are cool",False,False,825.0,6085.0,759.0,43852.0,Luna
KVQuarantine,966971640629420033,Кооператив Чонгар-хаб,Тут присутня цензура як на єдиному зебільному марафоні,False,False,2103.0,42303.0,325.0,211569.0,🇺🇦
MartiniTower,1496879839667752960,MartiniTower,"Professional shit-talker, amateur shit-poster. I do not work for the CIA, because there is no CIA. Україна Переможе.",False,False,1075.0,6611.0,1066.0,61400.0,"Langley, Virginia"
livic751,1492081395950395405,livic75,,False,False,422.0,61372.0,474.0,63736.0,
NoriTwits,540162670,TwitPosting,"Technical writer, traveler. Lover of good journalism, people watching, and absurdity. Cincinnati 💕 is home base.
How can you find out if you don't fuck around?",False,False,464.0,355.0,245.0,4507.0,"Cincinnati, OH/#NAFO HQ"
KvotheTheArcane,371620640,FriendlyCossack 🇺🇦,Ukrainian shitposter | CIA fella asset management | Meme Designer | Engineer in real life | Acceptance of your fellow beings is non-negotiable 🏳️‍🌈 🏳️‍⚧️,False,False,1558.0,4744.0,657.0,24700.0,"Langley, Virginia"
hordrontt,4765630155,белый гетеросексуальный мужчина 🇫🇷,Я - человек. #Эгалитаризм. Идеальный баланс,False,False,140.0,5860.0,74.0,17874.0,Australia
peteymagic2020,1092343600111910913,✨peteymagic ✨ 🇺🇦 🇪🇺 🌻🕊️,,False,False,87.0,925.0,1841.0,2792.0,
ADioumaev,970428976626786304,Andrei A Dioumaev,Half-Ukrainian American,False,False,204.0,6421.0,208.0,43071.0,"California, USA"
wartranslated,1722806024,Dmitri,🇪🇪 Estonian in 🇬🇧 | Founder of a project concerned with translating various materials about the war in Ukraine | Support us: linktr.ee/wartranslated,False,False,93392.0,6900.0,540.0,4974.0,
bigSAC10,1205592382223323137,bigSAC™,Veterinary technician. #NAFO intelligence contractor. The CIA isn’t real. NSFW Russo-Ukrainian War content. 🇺🇦Слава Україні🇺🇦,False,False,5547.0,8729.0,349.0,16989.0,"Probably Langley, Virginia "
searching_tys,1533534402709684224,pun_auti,"a homophobe,🏳️‍🌈 ally, misogynist,feminist,incel,
egalitarian",False,False,50.0,394.0,339.0,17321.0,Bharat
furiousyisser,90694363,It reaches out 🇮🇲🇿🇦,"it reaches out it reaches out it reaches out it reaches out— One hundred and thirteen times a second, nothing answers and it reaches out. Слава Україні!",False,False,537.0,3171.0,862.0,6045.0,Olympus Mons
sleepylemur,5870242,Lee Colleton,SysAdmin / EV advocate 🔌🚘🔋he/they/⚓,False,False,2809.0,179204.0,5001.0,56982.0,PNW
StripyMoggie,263859228,Stripymoggie,"Husband, father, hugs trees, rides bicycles, wears dresses. Queue jumper. A door knob in IKEA. A Dutch beer. Views are my own. 🇳🇱 🇮🇪 🇪🇺",False,False,1600.0,64671.0,2018.0,28201.0,Co. Down
alex_persian,280291349,Alex Persian,Racing enthusiast. Imported from Minnesota. Engineer @Spotify. Previously @WeWork and @intpd_nyc.,False,False,348.0,3786.0,396.0,10551.0,"Brooklyn, NY"
tlb3047,1416439767395405828,tlb3047,American born & bred through & through. Live nearly half my time in our home in US & other half in our home in EU or traveling.,False,False,42.0,4597.0,84.0,7797.0,US & EU
KaroliinaAinge,21192703,Karoliina Ainge,Cybersecurity and Technology Lead at @IDiplomat. Former Head of Estonian Cyber Security Policy. Foreign policy wonk. Personal opinions.,False,False,2942.0,2760.0,2114.0,13815.0,Tartu/London/MK
MohamedBelbehr1,1502722204592754692,Mohamed Belbehri🇵🇸 🇸🇾 🇷🇺,Believe in justice for everyone- no exceptions .Despise misinformation and unsubstantiated propaganda.No dm's for donations please,False,False,376.0,13288.0,345.0,31779.0,
pmakela1,829647236,Petri Mäkelä,"Freelance writer, blogger with a military and security policy focus. Ex-FRDF Recon, Reservist, IPSC Shooter, Mech. Engineer by trade. #turpo
Unspecified Expert",False,False,60905.0,102844.0,2807.0,81907.0,"Lappeenranta, Suomi"
emmadoheny08,1499088925809418240,emma doheny,,False,False,11.0,264.0,202.0,1360.0,Ireland
andyhamilton10,610902477,Shambles,"Royal Engineers for a quarter of a century.
30, 24, 42, 63, 33, 49.",False,False,134.0,2262.0,683.0,3016.0,"South East, England"
lucabudel,37898305,luca budel,Caporedattore Sport Mediaset. Difensore della civiltà occidentale.,False,False,6484.0,6346.0,677.0,886.0,Milan
srslypascal,947925845431279616,Pascal Ernster 🏳️‍🌈,"I (he/er) hurt people. Hopefully in a nice, empowering, productive way.",False,False,451.0,30474.0,3953.0,106396.0,"Bochum, Deutschland"
_MG_,14515749,_MG_,I was a terror since the public school era. My opinions are your attacker’s. — I make terrible things: o.mg.lol,False,False,36654.0,19350.0,592.0,9697.0,
yarko,79977723,Yarema Dukh,"Political analyst and comms expert. Worked at @NSDC_ua, @TheBankova, and @goloszmin party / Proud co-father of @Ukraine and @Crimea / Ukrainian 🇺🇦",True,False,15162.0,6118.0,592.0,5016.0,"Kyiv, Ukraine"
SamRamani2,1957610664,Samuel Ramani,"DPhil/PhD Intl Relations @UniofOxford Assoc Fellow @RUSI_org Bylines @ForeignPolicy, WaPo etc 3 forthcoming books @HurstPublishers Email samuel.ramani@gmail.com",True,False,169867.0,21158.0,3749.0,9255.0,"Oxford, England"
Harri_Est,1498439116106743810,Harri_EST🇪🇪🇺🇦,"Founder @UkraineAidOps, from 🇪🇪. UAO Mission is securing protective gear for 🇺🇦 Ukrainians that find themselves in a war zone. Please support via Linktree!",False,False,48860.0,9038.0,1031.0,18501.0,"Tallinn, Estonia"
mrsunshine2,31687736,Mr Slippery,"aerospace engineering, physics, film and video game developer",False,False,89.0,6937.0,137.0,18723.0,Los Angeles area
pointline_,3164646436,Iskra Velitchkova ⚫️➖,"Generative artist. Can machines make us more human? I work on that. Always if | next stop: London, September",False,False,24783.0,15289.0,5819.0,24011.0,
MarkHertling,4484115214,Mark Hertling,"Retired soldier. Loves family, dedicated to nation. Studies leadership, nat’l security & healthcare. Commissioner, @usabmc. Cards/Blues fan.",True,False,410755.0,33568.0,176.0,94807.0,Florida
Pooja_Chaudhuri,859729849249693701,Pooja 🌈,"Cat mom | Feminist | Atheist | Mis/disinfo, hate speech and social media monitoring | MS data journalism @columbiajourn | Previously senior editor @altnews",True,False,27748.0,4278.0,1352.0,13185.0,
racoon_bandera,1138699761530392577,єнот біндера,вбитий брат бота Порошенка,False,False,1020.0,17022.0,373.0,33957.0,Київ
mrbusysky,1217174624129044480,Mrsky,A true believer in decentralized freedom.,False,False,49.0,406.0,56.0,5701.0,
BootstrapCook,512554477,Jack Monroe 🏳️‍⚧️🏳️‍🌈,"Former foodbank user, fire service, cleaner, waitress, etc. Now accidental author, cook, writer, campaigner, TV gob, but not a millionaire, soz. #YNWA #ODAAT",True,False,571502.0,16541.0,12990.0,133548.0,rscoular@unitedagents.co.uk
spleendistanbuI,810424754494697472,Tevbo☀️Sonnenbrand,"Kültür, sanat ve rafine zevkler | Akdeniz Bölgesi Dwarf-Tossing Champion 2006.",False,False,69593.0,34539.0,549.0,80660.0,"Köln, Deutschland"
OlgaShhhhhh,1299252143346647040,Эмигрант Оля,"Поддержка п/з Арх области - ЮП Жданова, А. Боровикова, Р. Ахметшина. Обвиняемая по делу фбк.",False,False,3217.0,9964.0,863.0,46981.0,Warszawa
WaltStevenson11,881291345436037121,Walter Stevenson 🪶,Recovering academic. Indigenish. Artisanal fella craftsman. Russophobic before it was cool.,False,False,1781.0,938.0,246.0,4527.0,"McLean, VA"
cchucklee,197695309,chuck lee,in pursuit of a more perfect union; a better China without evil 惡貫滿盈 CCP.  “CCP is the worst government in Chinese history.” - verdict by Historian Yu Ying-shih,False,False,399.0,88802.0,892.0,119936.0,
BlutoTweets,447209956,Bluto,Movie theater mogul. Not an expert in anything.,False,False,7649.0,12108.0,1012.0,140630.0,
chrissyshipley,315839643,chrissy shipley,,False,False,140.0,16209.0,715.0,17271.0,
muralibe,197052284,Muralikrishnan Chinnadurai,"@InternewsHJN Ambassador for India, Fact Checker & Fact Checking Trainer, Journalist, Director,Media Literacy Trainer, Photographer, Technologist",False,False,834.0,7309.0,709.0,1654.0,India
HuntWMD,305264846,God Awful Adam Hunt,"A ""Who-is-Who of Russiangaters, Anti-Russian PR Trolls, Atlantic Counsil, #IntegrityInitiative ... Browder ..."" 😜",False,False,810.0,39628.0,3162.0,19343.0,Pacific North Wet
dim0kq,708954141700329472,Dimko Zhluktenko 🇺🇦,"Founder of 🇺🇦 military charity fund @dzygaspaw. Developer 🥑, Software Engineer, Community Leader @lvivdotnet. I love my dog. 💰PayPal💰: d1mnewz@gmail.com",False,False,17909.0,6527.0,659.0,18852.0,"Lviv, Ukraine"
CJThomp13651142,1377496046738235393,CJT,"Curious. Information Seeker.
Favorites: Music and Nature 
❤🌌🌎🎸💃🌳
Lifelong Liberal
Democrat for Democracy
I Stand Against Fascism
I Stand With UKRAINE 🇺🇦.",False,False,549.0,9954.0,1804.0,107229.0,Mountains 
_Niyazova,431516749,Mahinur,by @e_ivashenko: безумно обяательная. С отличным чувством яда в статьях и нежности для друзей. Порой стерва,False,False,8611.0,29110.0,94.0,3530.0,
KilledInUkraine,861267082633236484,Russian Officers killed in Ukraine 🇨🇿🇺🇦,Monitoring the special operation of devitalization of the Russian army. Minimum confirmed Russian officer casualties in Ukraine. The list of names is public.,False,False,16257.0,2659.0,34.0,334.0,
ajarka92,1014604047884615681,Ajara,Фанат Фиксиков,False,False,255.0,7826.0,208.0,10891.0,Kyrgyzstan
CaoticaHarmonia,1011630111156785152,HarmoniaCaótica,,False,False,38.0,4829.0,45.0,43565.0,
BelfastCycle,1475584232806363142,CycleBelfast,"Pedalling Belfast, constantly aware of my own mortality as a result of it. No lycra. No curly handlebars. Occasional nature tweets.",False,False,227.0,2505.0,302.0,4047.0,
Lawmadillo,980784490594361346,Rising 1L Tom,Law student. Don't take my legal advice.,False,False,19875.0,19635.0,719.0,152935.0,Sobbing in a law library
_dulin_,64362861,Починаючий аграрій,"главний по #твіспаржа 
Увлєкаюсь бджолами і рибалкою. Граю в агроельфа",False,False,2122.0,11516.0,680.0,42590.0,
AndyinBrum,21020020,AndyinBrum 🌻,Warning may contain gratuitous use of swearwords and other abusive language. it is big and it is clever. Says fuck a fucking lot#TeamKP,False,False,1186.0,190344.0,935.0,431.0,
Rail_splitter1,836255887471730692,Railsplitter 🇺🇦 🇪🇺,#NAFO Uncovering and fighting Russian active measures and war crimes. Quantum physicist and political scientist by training. Kremlinologist by necessity.,False,False,213.0,4395.0,771.0,1086.0,В кошмарах чекистов 
hejtas,44623108,Hejtas,"Dumb Dane

Sometimes i post something not dumb.",False,False,651.0,27616.0,780.0,69087.0,Denmark
melindaharing,550689009,Melinda Haring,"Trying to nudge history in the right direction. Deputy director @ACEurasia @AtlanticCouncil. All 🇺🇦, all the time. Alaskan and grateful 🇺🇸. ⚽️ coach.",True,False,23587.0,17931.0,2867.0,3230.0,"Washington, DC"
galiamina,136399804,Юлия Галямина,"Политик, депутат, преподаватель. Ведущая «Мягкой силы» на YouTube: youtube.com/channel/UCtLXe…",False,False,44544.0,50988.0,859.0,8796.0,Moscow
Arual_Skizoo,15808210,Arual_skizoo,"Comunicóloga UGR de Graná - Si lo sueño es porque puedo hacerlo - De mayor quiero ser Charlie Brooker o Ryan Murphy, o ambos.
Antifa. Words are my own. 💃💃",False,False,2519.0,61760.0,1694.0,104023.0,Neverland
markmoskvit,1398083756053962756,Mark Mosk 🇺🇦🖖,"born in Siberia, Hitchensian. Orwellian. Adamsian. Ronsonian. Cult research. It’s hard to hate people once you know their history.",False,False,139.0,8830.0,495.0,11272.0,"Иркутск, Иркутская область"
AGCast4,1374992847045324805,AG,"I make videos about guns disguised as meme videos on YouTube. Cyberbully. Gun weeb. If you have an anime pfp, I value your opinion more.",False,False,6862.0,33346.0,2016.0,75096.0,"Moscow, Russia"
LivFaustDieJung,1499050861716283395,Ukraine Memes for NATO Teens,"'Prolific shitposter'
 #somosNAFO #WeAreNAFO #نحن_نافو",False,False,56767.0,15854.0,139.0,2355.0,
gr8ftblr,1263529598,gr8ftblrZ⭐️,"Born in the South, Granite State of Mind, Cascadia in my heart, RADICALIZED American Soccer Fan Jr Ranger, and ChattanoogaFCTID! @423SoccerPod cohost",False,False,539.0,21232.0,892.0,67269.0,
jnadeau,2741981,Jeff,Mac UI × 🚲 × 🐕 × ⚣,False,False,6937.0,4549.0,201.0,26400.0,"Valley of Heart’s Delight, CA"
Bluebell633,1492422423383318537,Blue Bell,,False,False,42.0,3498.0,132.0,4495.0,
DarthPutinKGB,957306920,Darth Putin,Czar for life of all Russia. Maker of exotic tea & underwear. It’s special military operation not invasion & is going to plan. For parody see @mfa_russia,False,False,434783.0,50683.0,201.0,95.0,"Russia, Ukraine, Syria"
A_n_0_o,1365754328745664515,ᗅℕᝪ0ᝪ🇮🇶🤍,"Medical analysis , 👩🏻‍🎨🎨 artist 🥼💉 الخائفون لا يصنعون الحرية🇮🇶 #ثورة_تشرين",False,False,831.0,3669.0,515.0,6986.0,Iraq_Baghdad 
Su_san0113,2544517687,世田谷夫人,ヘッダー画像は、出雲大社の日の丸。大晦日、NHKの『ゆく年くる年』に映し出されたのもこちらの日の丸。,False,False,354.0,28419.0,774.0,104127.0,
AlecStapp,48111864,Alec Stapp,"Co-founder @IFP, interested in progress studies and effective altruism",False,False,36794.0,20494.0,1006.0,99897.0,"Washington, DC"
Amb_Ulyanov,1122618943225643009,Mikhail Ulyanov,Постпред РФ в Вене/Permanent Representative of Russia 🇷🇺 to International Organizations in Vienna @mission_rf RT ≠ endorsement. Views are my own.,True,False,30306.0,14479.0,417.0,1604.0,"Vienna, Austria"
veliblknl,533151375,veliblknl,,False,False,571.0,55326.0,223.0,2253.0,
Piligrim7_,298401073,Пілігрім 🇺🇦,"🇺🇦Все буде добре. 
Рускій корабль разом с зефанатами, іди нахуй .",False,False,942.0,83542.0,1133.0,108798.0,Киевская область
SOSMedIntl,983636840732332034,SOS MEDITERRANEE,European Organisation for the Rescue of Lives at Sea. Updates from our Search and Rescue operations in the Central Mediterranean #OceanViking #TogetherForRescue,False,False,28040.0,1194.0,947.0,2185.0,Central Mediterranean
natalii82190145,1127861691801378816,Velikolepnaya Solokha🇺🇦,,False,False,40.0,926.0,435.0,2165.0,"Kyiv, Ukraine"
Bakai04,367589414,көчмөн,баары баарын түшүнүп турат...,False,False,2424.0,22968.0,467.0,4265.0,
BobbyR1776,1518683072060792832,MAGA American / Democracy!,"Until they become conscious they will never rebel, and until after they have rebelled they cannot become conscious.",False,False,161.0,1294.0,2170.0,9047.0,"Oak Harbor, WA"
MarkJLindquist,1717641662,Mark J. Lindquist,U.S. Air Force Veteran in Poland/Ukraine giving Putin middle fingers and helping as many people as we can. Slava Ukraini!!,False,False,2121.0,1356.0,976.0,3450.0,"Ortonville, MN"
henkvaness,15037033,𝚑𝚎𝚗𝚔 𝚟𝚊𝚗 𝚎𝚜𝚜,"Talking, teaching & writing about open-source web research. 🔎 Doing that all day. Worldwide. Assessor @factchecknet Latest book: bit.ly/3wJW3X4 #osint",True,False,53522.0,34285.0,9677.0,1837.0,"Have Mac, will travel #osint"
RudijLis,1550766586507808768,Руда лися,,False,False,15.0,594.0,109.0,1213.0,
Lumieres_mnt,1456088718331187205,EnlightenmentNow1793 🌻,"Rationality. The Scientific Method. Evidence-based solutions. Pragmatics. Cautious of ideologies, religion, superstition, fads.

Languages: EN, FR, RU, FA, KU",False,False,267.0,5420.0,2335.0,10354.0,Asia
ArthurPolitic,1511607439006830593,Arthur Politic 🇺🇦🔱,The real and lasting victories are those of PEACE and not of WAR.   #PutinTerrorist,False,False,106.0,585.0,186.0,347.0,"Uzhgorod, Ukraine , TLV "
LPNH,80611812,Libertarian Party NH,Official Twitter of the Libertarian Party of New Hampshire. Set yourself free. #nhpolitics,True,False,27167.0,18854.0,1705.0,23008.0,New Hampshire
CampbellMacD,368455683,Campbell MacDiarmid,"Telegraph foreign correspondent. Mainly Middle east, currently in Ukraine.🥝 firstname.lastname@telegraph.co.uk",True,False,8235.0,8405.0,1597.0,6801.0,Beirut
Sahnivsky,2665753687,Спотикач,Адекватні люди завжди недооцінюють руйнівний потенціал дурнів.,False,False,2868.0,58662.0,443.0,229322.0,Чернігів
Diana93006019,1157280455525318656,Diana $VAI Ambassador,"Love to live❤💚💛💙🇸🇪 OTAN country now,i'm moving out for good,❤️🤍💙🇭🇷.Vaiot $VAI trustworthy Ambassador #VAI ,Lets go Brandy!EU❌️",False,False,317.0,17274.0,599.0,16975.0,
iampedrohgn,48674821,Pedro H G de Noqueira,"“For you were made from dust, and to dust you will return.”",False,False,92.0,5407.0,494.0,16261.0,Planet Earth
syrianomark6,1282428332647354375,Omər / عمر 🐪,Syrian supported by petrodollarzionosmanliwahabi-states,False,False,1566.0,21164.0,1445.0,38758.0,why you care ? 
TinyPieMedia,949594310395289600,Michael Feehan,,False,False,44.0,1149.0,250.0,3722.0,"Dublin, Ireland"
nofunin10ded,1265866918835236865,Adam,Member of the LPNH in spirit if not geography.  The latter will come.,False,False,727.0,9736.0,731.0,16754.0,"Upstate New York, USA"
StelianDragomir,3077170882,Stelian Dragomir,,False,False,8.0,76.0,411.0,13126.0,
JerseyG81622970,1325130014594117632,Jersey Girl,Fun-loving retired professional who adores dogs and having fun with friends.  Study of human psyche is a long-standing passion.  Fully vaxxed & boosted. No DMs!,False,False,283.0,4246.0,659.0,16943.0,United States
ellenfromnowon,14572422,EllenFromNowOn #DropKiwifarms,"twitch partner. news & human rights, IRL streaming & nice cats. my book: bilbo.cat/book - @thegoodcatboy & laserdisc's suffering mother. 📻 MI0XAX. she",False,False,28020.0,88978.0,1111.0,79150.0,"Belfast, Northern Ireland"
La_Dayra,1370485634,ladayra,,False,False,32.0,3094.0,110.0,5456.0,
bluebirdsall,25571299,Rachel Evans 🇺🇦 🏴󠁧󠁢󠁷󠁬󠁳󠁿🌱,"Live in beautiful Welsh Borders 🐑🐑 cranky cat, grumpy husband, eccentric 90 yr old mother. Learning piano 🎼 🎶 keeps me sane. Can’t speak for the others ☕️",False,False,485.0,4350.0,541.0,22250.0,"Wales, United Kingdom"
polapetit,1300618987345268739,Paula,"Princeton Law • Lebanese-American • I am one of many, But alone I will go And plant the new seeds Where a beautiful tree will grow • half blade and half silk",False,False,1535.0,35846.0,1476.0,79483.0,
baozi_oh,1038849626273660928,Mark Kolakowski,"Boring Accountant. Enjoy LSU sports, gardening, reading and my wife. Really admire the brave, intelligent, resourceful, resilient, humorous people of Ukraine.",False,False,63.0,1141.0,77.0,19980.0,
FraserNelson,117366399,Fraser Nelson,"Editor of The Spectator, @telegraph columnist.Also on board of Centre for Social Justice. Try a month of The Spectator free spectator.co.uk/editor",True,False,287326.0,43012.0,2595.0,3868.0,"London, via Nairn"
mama_v_twi,364391310,мама в тви,Инабат Латипова🔮Всё страньше и страньше! Всё чудесатее и чудесатее!,False,False,3748.0,16790.0,709.0,4422.0,Kyrgyzstan
krim4tivo,4127637341,криминальное чтиво,fatum,False,False,533.0,2115.0,158.0,9885.0,Kyrgyzstan
mikebirty,21747167,Mike,"Ed Miliband thinks I'm a fake account

'Don't judge a cook by his brother' 

Social media manager and Vice President of Strategic Initiatives for @mikebirty",False,False,1200.0,123129.0,1585.0,28021.0,God's Own Manchester
PeaceAndPaine,1143754424017403904,"FBI, CIA Mega-Fan",I tweet about space aliens. Freelance Anarchist. Definitely spooky.,False,False,224.0,5817.0,291.0,16790.0,
SunjaSan,2198111423,sunja,Cittadino 5 Stelle fuori dal Palazzo.            μέλλοντα ταῦτα,False,False,4639.0,17638.0,3309.0,16553.0,
PaulLyczak,124882623,Paul Lyczak,interested in Geopolitics and military things. #nafo #fellas A free Ukraine is non-negotiable,False,False,757.0,2368.0,528.0,4480.0,up yours russia🖕
bradyafr,1564334750,Brady Africk,Satellite imagery 🛰🗺🔭 | @AEIfdp Media Relations | Tweets are my own,False,False,11559.0,595.0,700.0,2046.0,"Washington, D.C."
merr1k,211618492,Dave Frenkel,"gory media associated with newsworthy events
Yid Army | ・ ෴ ・ | zona.media",False,False,11661.0,43695.0,540.0,4376.0,St Petersburg
FavouriteBench,797473564714790912,'are you local?',"'this is a local shop for local people, there's nothing for you here'",False,False,133.0,5187.0,174.0,1666.0,"England, United Kingdom"
WallieVanSchaik,1497842185546436609,Walter van Schaik,,False,False,2.0,756.0,20.0,232.0,
KpsZSU,1505100747393880074,Ukrainian Air Force,"Official account of Air Force of the Armed Forces of Ukraine.

facebook.com/kpszsu
t.me/kpszsu
instagram.com/air.force.ua.o…",True,False,75252.0,270.0,160.0,167.0,"вул. Стрілецька, 105 Vinnytsia"
Chyngyz_K,124133885,Бородатый маркетолог,"Искал ли среди звёзд потухших
опьянённую музу?",False,False,6733.0,32650.0,1637.0,23416.0,Bishkek
SOPHUSHA_Until,1536482876438499334,SOPHUSHA UNTIL.........,"💰💼.The Purpose Is To Make Money💰.Not To Compete With Anyone 💪👣.Note:My Codes Are Not Guaranteed That They'll Win.
#Betway #SophushaUntil💰💼",False,False,514.0,806.0,372.0,1591.0,South Africa
ZeroWanderlust,1106311308046204929,WanderlustZero🇬🇧🏳️‍⚧️🇺🇦,UK/London. Sometime writer. Goth. Socialite.,False,False,67.0,669.0,212.0,39274.0,
assel_ibrahim,945901559883485184,Assel Ibrahim,,False,False,139.0,2248.0,243.0,5855.0,Kyrgyzstan
JulianRoepcke,428140124,Julian Röpcke🇺🇦,Journalist. SCHLAUBERGER. Verantwortlicher Redakteur im Ressort Politik @BILD. Nur meine Meinung! „Twitter-Feldherr des Tages“. #RTisnojournalism #hahohe,True,False,146163.0,116366.0,818.0,12433.0,Deutschland
Astra,1229533054424641536,Astra,Our mission: improve life on Earth from space.,True,False,130946.0,520.0,75.0,426.0,"Alameda, California"
kSukevics,253500830,Krists Šukevičs,"Par pasaulē un Latvijā notiekošo. Tikai un vienīgi manas domas.
Zwischen Lettland und Deutschland. 🇱🇻 🇩🇪",False,False,1570.0,25721.0,3048.0,16000.0,Rīga/Latvia/Germany
oivshina,311340314,Olga Ivshina,"BBC World correspondent, opinions are my own",False,False,18854.0,7775.0,420.0,603.0,
XYZSharma6,1508475822746701824,🥔,,False,False,20.0,540.0,39.0,17904.0,
WASSERMAN_MOLE,1521880939663667204,ВАССЕРМАН ЗАЛІЗНИЙ,"Цей профіль читають ті хто вважає, що власник діплому Harvard University завжди буде ліпшим президентом, чім власник свідоцтва циркового училища",False,False,2105.0,3229.0,85.0,245.0,Україна
scorpioshkaa,84709149,Rhombicosidodecahedron,"After all, tomorrow is another day. Welcome to the real world, it sucks! You are gonna love it! (c)",False,False,2337.0,8984.0,295.0,3071.0,Bitchkek :)
ClacaEuropa,1185990360956309504,Suppenhuhn,,False,False,1275.0,17016.0,1649.0,82674.0,UK
cryptohamster,2206628487,CH,artist/collector | objkt.com/@cryptohamster // MAIF,False,False,2764.0,4130.0,991.0,20748.0, Hęłł
madsteranne,218428424,Anne Madden,"Belfast woman interested in history & current affairs. Dog walker, cyclist, occasional driver. All views my own",False,False,583.0,2412.0,871.0,4820.0,"Belfast, Northern Ireland"
CST_echo,956146746127716352,Center for Spatial Technologies,design and research ✶ currently: analysis of civilian damage caused by the russian invasion of Ukraine ✶ always more than 3d,False,False,1054.0,81.0,219.0,396.0,
